1 0 0
2 0 0
3 0 0
4 0 0
5 1 0
6 1 0
7 2 0
8 2 0
9 3 0
10 3 1
11 5 1
12 5 5
13 8 5
14 8 10
15 14 10
16 14 22
17 25 22
18 25 52
19 47 52
20 47 120
21 91 120
22 91 337
23 181 337
24 181 997
25 368 997
26 368 2903
27 760 2903
28 760 8483
29 1592 8483
30 1592 24521
31 3370 24521
32 3370 71877
33 7201 71877
34 7201 217077
35 15505 217077
36 15505 667393
37 33609 667393
38 33609 2066954
39 73275 2066954
40 73275 6397878
